,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
2327,0.0,2021,2021,PazCare,Insuretech,Seed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform
2328,0.0,2021,2019,Answer Genomics,HealthCare,Seed,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.
2329,6000000.0,2021,2016,Skillmatics,EdTech,Series A,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10
2330,2500000.0,2021,2020,Bimaplan,Insuretech,Pre-series A,Bangalore,Affordable insurance for the next billion Indians
2331,3000000.0,2021,2019,Bueno Finance,FinTech,Seed,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers."
2332,22000000.0,2021,2019,CityMall,E-commerce,Series B,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.
2333,50000000.0,2021,2011,BYJU’S,EdTech,Seed,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.
2334,64000000.0,2021,2012,India Quotient,Venture capitalist,Seed,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're
2335,0.0,2021,2019,The Switch Fix,HealthCare,Seed,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.
2336,1500000.0,2021,2020,Anvidha Technologies,Tech Startup,Seed,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.
2337,0.0,2021,2020,DigiSparsh,FinTech,Seed,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.
2338,620000.0,2021,2020,CoffeeMug.ai,Networking,Pre-seed,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship."
2339,0.0,2021,2015,Pathfndr.io,SaaS startup,Pre-series A,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations
2340,600000.0,2021,2015,BigLeap,Recruitment,Seed,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.
2341,900000.0,2021,2020,Kazam,EV startup,Seed,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops"
2342,6000000.0,2021,2020,MYRE Capital,Commercial Real Estate,Seed,Mumbai,Democratising Real Estate Ownership
2343,500000.0,2021,2020,BimaPe,FinTech,Pre-seed,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo'
2344,0.0,2021,2019,MicroDegree,EdTech,Seed,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.
2345,1000000.0,2021,2015,Saarthi Pedagogy,EdTech,Seed,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies"
2346,4000000.0,2021,2017,Synapsica,HealthCare,Series A,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.
2347,0.0,2021,2020,Kwik Foods,Food & Beverages,Seed,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry
2348,300000.0,2021,2016,Plutomen,AR startup,Seed,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.
2349,42000000.0,2021,2016,GoMechanic,Automotive,Series C,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone."
2350,2000000.0,2021,2013,Grinntech,Automotive,Seed,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications."
2351,60000000.0,2021,1999,Nobel Hygiene,HealthCare,Seed,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai."
2352,0.0,2021,2015,Green Cure,HealthCare,Pre-series A,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products
2353,65000000.0,2021,2017,Classplus,EdTech,Series C,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.
2354,500000.0,2021,2020,WINDO,E-commerce,Seed,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.
2355,0.0,2021,2020,ApnaKlub,E-commerce,Pre-series A,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.
2356,0.0,2021,2019,LegalPay,FinTech,Seed,New Delhi,A tech focused B2B litigation finance company in India.
2357,0.0,2021,2016,Lavado,Consumer service,Seed,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.
2358,0.0,2021,2019,Navars,EdTech,Seed,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers."
2359,20000000.0,2021,2015,GoBolt,Logistics,Series B,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology."
2360,9000000.0,2021,2018,Loco,Gaming,Seed,Bangalore,Loco is India's leading live game streaming app.
2361,2000000.0,2021,2017,Auric,HealthCare,Pre-series A,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda
2362,300000.0,2021,2016,Edmingle,EdTech,Seed,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.
2363,20000000.0,2021,2016,Slice,FinTech,Seed,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards."
2364,0.0,2021,2020,Humit,Music,Pre-seed,Bangalore,Humit is a social networking app for music sharing and discovery.
2365,5200000.0,2021,2019,Airblack,IT startup,Series A,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.
2366,0.0,2021,2016,NIRAMAI,HealthCare,Seed,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images."
2367,0.0,2021,2021,Intervue,SaaS startup,Seed,New Delhi,World's fastest collaborative environment to take tech interviews.
2368,100000.0,2021,2016,Nestroots,Fashion,Seed,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots."
2369,12000000.0,2021,2016,Detect Technologies,Automation,Seed,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.
2370,6500000.0,2021,2015,CredR,Automotive,Seed,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.
2371,125000000.0,2021,2010,Fourth Partner Energy,Solar,Seed,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities."
2372,3000000.0,2021,2018,TABLT,HealthCare,Seies A,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.
2373,2000000.0,2021,2020,Hesa,IT startup,Seed,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.
2374,0.0,2021,2020,Powerhouse91,Consumer goods,Seed,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India."
2375,5000000.0,2021,2011,Nalanda Learning,EdTech,Seed,Kolkata,India's 1st Online Preschool with Blended Learning Model
2376,0.0,2021,2019,Chargeup,Renewable Energy,Pre-series A,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers"
2377,100000.0,2021,2019,Knackit,IT startup,Seed,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.
2378,16000000.0,2021,2015,Treebo Hotels,Hospitality,Series D,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.
2379,700000.0,2021,2019,Raptee Energy,Automotive,Seed,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!
2380,6000000.0,2021,2018,Meddo,HealthCare,Seed,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.
2381,2600000.0,2021,2021,Supertails,Pet care,Pre-series A,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.
2382,300000.0,2021,2020,SkilloVilla,EdTech,Seed,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.
2383,1500000.0,2021,2014,Cancer Clinics,HealthCare,Pre-series A,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need."
2384,1300000.0,2021,2020,Velocity,FinTech,Seed,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.
2385,400000.0,2021,2016,Happy Jars,Food & Beverages,Seed,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives."
2386,40000000.0,2021,2013,Inshorts,Media,Seed,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.
2387,1000000.0,2021,2015,ExtraaEdge,MarTech,Pre-series A,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments
2388,1250000.0,2021,2019,Zotalabs,Tech Startup,Seed,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.
2389,1800000.0,2021,2014,Voiro,Advertisement,Pre-series A,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.
2390,400000000.0,2021,2008,Dream Sports,Gaming,Seed,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio."
2391,50000000.0,2021,1991,Safex Chemicals,AgriTech,Seed,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.
2392,0.0,2021,2018,Instoried,Content creation,Seed,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.
2393,4100000.0,2021,2019,Rupifi,FinTech,Pre-series A,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.
2394,3000000.0,2021,1994,Moneyboxx,FinTech,Debt,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.
2395,11000000.0,2021,2019,CityMall,E-commerce,Series A,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.
2396,1000000.0,2021,2020,Janani,Heathcare,Seed,Bangalore,Janani.ai is a fertility care provider.
2397,1700000.0,2021,2020,ReshaMandi,AgriTech,Seed,Bangalore,India's 1st award winning technology led digital ecosystem for Silk
2398,2000000.0,2021,2015,Bombay Shaving Company,Lifestyle,Seed,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products."
2399,27000000.0,2021,2019,DotPe,FinTech,Series A,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.
2400,0.0,2021,2018,Homingos,Augmented reality,Seed,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.
2401,0.0,2021,2020,Anar Business Community,Tech Startup,Seed,Mumbai,Anar is a communications and networking platform for businesses around the world.
2402,234000000.0,2021,1984,Five Star Finance,FinTech,Seed,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).
2403,0.0,2021,2018,Settlrs,Rental space,Pre-series A,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure."
